"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","body_�","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","features_�","battery_�","battery_charging","misc_colors","misc_models","misc_sar","misc_sar_eu","misc_price","tests_loudspeaker","main_camera_triple","selfie_camera_dual","battery_talk_time","battery_music_play","tests_performance","tests_display","tests_camera","tests_audio_quality","tests_battery_life","main_camera_dual","camera_�","battery_stand-by","network_gprs","network_edge","network_5g_bands","main_camera_quad","sound_�","main_camera_five","comms_infrared_port","selfie_camera_�","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","main_camera_�","selfie_camera_triple"
"Oppo","Reno3 5G","GSM / CDMA / HSPA / EVDO / LTE / 5G","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A, 5G 4.7/2.5 Gbps","2019, December","Available. Released 2019, December","160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in)","181 g (6.38 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm (~84.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 10; ColorOS 7","Mediatek MT6885Z Dimensity 1000L (7nm)","Octa-core (2x2.2 GHz Cortex-A77 & 6x2.0 GHz Cortex A55)","Mali-G77 MP9","No","128GB 8GB RAM, 128GB 12GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps; gyro-EIS, OIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes",,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4025 mAh battery","Fast charging 30W, 50% in 20 min (advertised)  VOOC 4.0","White, Black, Starry Night Blue, Sunrise","PCHM30",,,"About 440 EUR",,,,,,,,,,,,,,,,"1, 41, 78, 79 SA/NSA","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF, OIS  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)",,,,,,,,,,,
"Oppo","A91","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 1700(AWS) / 1900 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/11.5 Mbps, LTE-A","2019, December 20","Available. Released 2019, December","160.2 x 73.3 x 7.9 mm (6.31 x 2.89 x 0.31 in)","172 g (6.07 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.4 cm (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Mediatek MT6771V Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","128GB 8GB RAM","UFS 2.1",,"LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4025 mAh battery","Fast charging 20W, 50% in 30 min (advertised)  VOOC 3.0","Dark Blue, Red, Blue","PCPM00",,,"About 260 EUR",,,,,,,,,,,,,,,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)",,,,,,,,,,,
"Oppo","A8","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A","2019, December","Available. Released 2019, December","163.9 x 75.5 x 8.3 mm (6.45 x 2.97 x 0.33 in)","180 g (6.35 oz)","Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.8 cm (~83.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,"480 nits typ. brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Mediatek MT6765V/CB Helio P35 (12nm)","Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)","PowerVR GE8320","microSDXC (dedicated slot)","128GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.0","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, BDS",,"FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,"Non-removable Li-Po 4230 mAh battery",,"Green, Black","PDBM00",,,"About 150 EUR",,"12 MP, f/1.8, (wide), PDAF  2 MP, f/2.4, 27mm (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,
"Oppo","A11","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, October","Available. Released 2019, October","163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in)","195 g (6.88 oz)","Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,,"Android 9.0 (Pie); ColorOS 6.0","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (dedicated slot)","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",,"FM radio","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 5000 mAh battery","Power bank/Reverse charging  Standard charging 10W","Purple, Lake Green, Cloud White","PCHM10, PCHT10",,,"About 200 EUR",,,,,,,,,,,,,,,,,"12 MP, f/1.8, (wide), PDAF  8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF  2 MP, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","24-bit/192kHz audio",,,,,,,,,,
"Oppo","K5","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 1700(AWS) / 1900 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41","HSPA 42.2/11.5 Mbps, LTE-A","2019, October","Available. Released 2019, October","158.7 x 75.2 x 8.6 mm (6.25 x 2.96 x 0.34 in)","182 g (6.42 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"Super AMOLED capacitive touchscreen, 16M colors","6.4 inches, 101.0 cm (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Corning Gorilla Glass 5","430 nits typ. brightness (advertised)","Android 9.0 (Pie), planned upgrade to Android 10; ColorOS 6.1","Qualcomm SDM730 Snapdragon 730G (8 nm)","Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)","Adreno 618","microSDXC (dedicated slot)","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4000 mAh battery","Fast charging 30W, 67% in 30 min (advertised)  VOOC 4.0","Cyber ​​metal, Fantasy forest, Polar sunshine",,,,"$ 339.99",,,,,,,,,,,,,,,,,"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, (macro), 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)",,,,,,,,,,,
"Oppo","Reno Ace","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","HSPA, LTE-A","2019, October","Available. Released 2019, October","161 x 75.7 x 8.7 mm (6.34 x 2.98 x 0.34 in)","200 g (7.05 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.5 inches, 103.5 cm (~84.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Corning Gorilla Glass 6","500 nits typ. brightness (advertised)  HDR10  90Hz refresh rate","Android 9.0 (Pie), upgradable to Android 10; ColorOS 7.0","Qualcomm SM8150 Snapdragon 855+ (7 nm)","Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.8 GHz Kryo 485)","Adreno 640 (700 MHz)","No","128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","UFS 3.0",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60/120/240fps; (gyro-EIS); video rec. only with main camera","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes, with dual speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS","Yes","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4000 mAh battery","Fast charging 65W, 100% in 30 min (advertised)  SuperVOOC 2.0","Electric purple, Interstellar blue, Gundam Edition","PCLM10",,,"$ 657.49","Voice 79dB / Noise 75dB / Ring 87dB",,,,,"AnTuTu: 354367 (v7), 434063 (v8)  GeekBench: 11008 (v4.4), 2627 (v5.1)  GFXBench: 35fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Noise -92.0dB / Crosstalk -93.3dB","Endurance rating 99h",,,,,,,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS  13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm, AF  2 MP B/W, f/2.4, 1/5.0"", 1.75µm",,,,,,,,,,,
"Oppo","Reno A","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, September","Available. Released 2019, October","158.4 x 75.4 x 7.8 mm (6.24 x 2.97 x 0.31 in)","169.5 g (6.00 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP67 dust/water resistant (up to 1m for 30 mins)","AMOLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); ColorOS 6","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","microSDXC (uses shared SIM slot)","128GB 6GB RAM",,,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","25 MP, f/2.4, 1/2.8"", 0.9µm","HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 3600 mAh battery",,"Blue, Black","CPH1983",,,"About 280 EUR",,,,,,,,,,,"16 MP, f/1.8, 1/2.8"", 1.12µm, PDAF  2 MP, (depth)",,,,,,,,,,,,,,,,,
"Oppo","A5 (2020)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 8, 38, 40, 41","HSDPA 850 / 900 / 2100","1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, September 21","Available. Released 2019, October","163.6 x 75.4 x 9.1 mm (6.44 x 2.97 x 0.36 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Corning Gorilla Glass 3","480 nits max brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (dedicated slot)","64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps, gyro-EIS","8 MP, f/2.0","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes (market dependent)","FM radio","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 5000 mAh battery","Power bank/Reverse charging","Mirror Black, Dazzling White","CPH1931, CPH1959, CPH1933, CPH1935, CPH1943",,,"$ 229.00 / € 166.89 / £ 178.90 / ₹ 12,490",,,,,,,,,,,,,,,,,"12 MP, f/1.8, (wide), 1/2.8"", 1.25µm, PDAF  8 MP, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","24-bit/192kHz audio",,,,,,,,,,
"Oppo","A9 (2020)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41","HSPA, LTE-A","2019, September 10","Available. Released 2019, September","163.6 x 75.6 x 9.1 mm (6.44 x 2.98 x 0.36 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 102.0 cm (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Corning Gorilla Glass 3","480 nits typ. brightness (advertised)","Android 9.0 (Pie); ColorOS 6.1","Qualcomm SDM665 Snapdragon 665 (11 nm)","Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 610","microSDXC (dedicated slot)","128GB 4GB RAM, 128GB 8GB RAM","UFS 2.1",,"Dual-LED dual-tone flash, panorama, HDR","2160p@30fps, 1080p@30fps, gyro-EIS","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 5000 mAh battery","Standard charging 10W  Reverse charging","Marine Green, Space Purple, Vanilla Mint","CPH1937, CPH1939, CPH1941",,,"$ 279.99 / € 256.89 / £ 219.00 / ₹ 15,990",,,,,,,,,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.25"", 0.8µm, PDAF  8 MP, f/2.3, 13mm (ultrawide), 1/4.0"", 1.12µm, AF  2 MP, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)","24-bit/192kHz audio",,,,,,,,,,
"Oppo","Reno2","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41","HSPA, LTE-A","2019, August 28","Available. Released 2019, September","160 x 74.3 x 9.5 mm (6.30 x 2.93 x 0.37 in)","189 g (6.67 oz)","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.1 cm (~87.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Corning Gorilla Glass 6",,"Android 9.0 (Pie), planned upgrade to Android 10; ColorOS 7.0","Qualcomm SDM730 Snapdragon 730G (8 nm)","Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)","Adreno 618","microSDXC (uses shared SIM slot)","128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60fps (gyro-EIS); video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","FM radio","3.1, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC 3.0","Luminous Black, Ocean Blue, Sunset Pink","PCKM70, PCKT00, PCKM00, CPH1907",,,"$ 511.03 / € 399.99 / £ 573.99 / ₹ 32,990","Voice 67dB / Noise 71dB / Ring 81dB",,,,,"AnTuTu: 214097 (v7), 261990 (v8)  GeekBench: 7001 (v4.4)  GFXBench: 14fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Noise -92.9dB / Crosstalk -92.4dB","Endurance rating 102h",,,,,,,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS  13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0µm, PDAF, 2x optical zoom  8 MP, f/2.2, 13mm (ultrawide), 1/3.2"", 1.4µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm",,,,,,,,,,,
"Oppo","Reno2 F","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41","HSPA, LTE-A","2019, August 28","Available. Released 2019, October","162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.5 inches, 104.8 cm (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); ColorOS 6.1","Mediatek MT6771V Helio P70 (12nm)","Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","128GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","1080p@30fps, gyro-EIS; video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM radio","Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC 3.0","Sky White, Lake Green","CPH1989",,,"£ 349.00 / ₹ 17,990",,,,,,,,,,,,,,,,,"48 MP, f/1.7, 26mm (wide), 1/2.3"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)",,,,,,,,,,,
"Oppo","Reno2 Z","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41","HSPA, LTE-A","2019, August","Available. Released 2019, September","162.4 x 75.8 x 8.7 mm (6.39 x 2.98 x 0.34 in)","195 g (6.88 oz)","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",,"AMOLED capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie), planned upgrade to Android 10; ColorOS 7.0","Mediatek MT6779 Helio P90 (12 nm)","Octa-core (2x2.2 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55)","PowerVR GM9446","microSDXC (dedicated slot)","128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30fps (gyro-EIS); video rec. only with main camera","Motorized pop-up 16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","LED flash, HDR","1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"FM radio","Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,"Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC 3.0","Sky White, Luminous Black","PCKM70, PCKT00, PCKM00, CPH1945, CPH1951",,,"$ 449.99 / € 309.64 / £ 327.20 / ₹ 21,990",,,,,,,,,,,,,,,,,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm  2 MP B/W, f/2.4, 1/5.0"", 1.75µm  2 MP, f/2.4, (depth)",,,,,,,,,,,
